13,Purdue University (IN)
14,
15,Purdue University (IN)
16,
17,Purdue University (IN)
18,
19,University of Florida (FL)
20,Massachusetts Institute of Technology (MA)
21,Michigan Technological University (MI)
22,Massachusetts Institute of Technology (MA)
23,College of William and Mary (VA)
24,Purdue University (IN)
25,Michigan Technological University (MI)
26,Purdue University (IN)
27,Tufts University (MA)
28,Thomas Jefferson High School for Science and Technology (VA)
29,Purdue University (IN)
30,
31,Purdue University (IN)
32,University of Illinois-Urbana-Champaign (IL)
33,Rose-Hulman Institute of Technology (IN)
34,
35,Michigan State University (MI)
36,Ohio State University (OH)
37,Purdue University (IN)
38,Purdue University (IN)
39,Ohio State University (OH)
40,
41,Ohio State University (OH)
42,Purdue University (IN)
43,Georgia Institute of Technology (GA)
44,Purdue University (IN)
45,Purdue University (IN)
46,University of Illinois-Urbana-Champaign (IL)
47,Purdue University (IN)
48,Purdue University (IN)
49,
50,Purdue University (IN)
51,Purdue University (IN)
52,Rose-Hulman Institute of Technology (IN)
53,Purdue University (IN)
54,Massachusetts Institute of Technology (MA)
55,Purdue University (IN)
56,University of Wisconsin-Madison (WI)
57,Rose-Hulman Institute of Technology (IN)
58,Clemson University (SC)
59,Ohio State University (OH)
60,University of Cincinnati (OH)
61,Purdue University (IN)
62,Purdue University (IN)
63,
64,SUNY - Stony Brook (NY)
65,The College of New Jersey (NJ)
66,University of Cincinnati (OH)
67,
68,University of Cincinnati (OH)
69,Purdue University (IN)
70,Purdue University (IN)
71,Purdue University (IN)
72,University of Pennsylvania (PA)
73,Purdue University (IN)
74,University of Wisconsin-Madison (WI)
75,Ohio State University (OH)
76,Purdue University College of Technology-Lafayette (IN)
77,Purdue University (IN)
78,
79,Syracuse University (NY)
80,University of Wisconsin-Madison (WI)
81,
82,Purdue University (IN)
83,
84,University of Wisconsin-Madison (WI)
85,
86,
87,Purdue University (IN)
88,Massachusetts Institute of Technology (MA)
89,
90,Rose-Hulman Institute of Technology (IN)
91,University of Cincinnati (OH)
92,Purdue University (IN)
93,Massachusetts Institute of Technology (MA)
94,Purdue University (IN)
95,Purdue University (IN)
96,University of Maryland - College Park (MD)
97,Purdue University (IN)
98,Illinois Institute of Technology (IL)
99,Purdue University (IN)
100,Purdue University (IN)
101,University of Illinois-Urbana-Champaign (IL)
102,University of Virginia (VA)
103,Simon Fraser University (BC)
104,
105,Carnegie Mellon University (PA)
106,Purdue University (IN)
107,Purdue University (IN)
108,University of Illinois-Urbana-Champaign (IL)
109,University of Cincinnati (OH)
110,University of Central Florida (FL)
111,University of Illinois-Urbana-Champaign (IL)
112,
113,University of Illinois-Urbana-Champaign (IL)
114,University of Illinois-Urbana-Champaign (IL)
115,Thomas Jefferson High School for Science and Technology (VA)
116,Georgia Institute of Technology (GA)
117,
118,
119,Purdue University (IN)
120,Purdue University (IN)
121,Tufts University (MA)
122,University of Cincinnati (OH)
123,
124,
125,Rose-Hulman Institute of Technology (IN)
126,Purdue University (IN)
127,Fordham University (NY)
128,Purdue University (IN)
129,
130,University of California-Los Angeles (CA)
131,Purdue University (IN)
132,
133,Cornell University (NY)
134,University of Illinois-Urbana-Champaign (IL)
135,Rose-Hulman Institute of Technology (IN)
136,Purdue University (IN)
137,University of Illinois-Urbana-Champaign (IL)
138,University of Michigan (MI)
139,
140,Purdue University (IN)
141,
142,Kent State University (OH)
143,SUNY - Stony Brook (NY)
144,University of California-San Diego (CA)
145,Purdue University (IN)
146,University of Maryland - College Park (MD)
147,
148,Purdue University (IN)
149,University of Waterloo (INT)
150,
151,Carnegie Mellon University (PA)
152,Purdue University (IN)
153,Tufts University (MA)
154,University of California-Riverside (CA)
155,
156,Purdue University (IN)
157,Carnegie Mellon University (PA)
158,
159,Purdue University (IN)
160,
161,Ohio State University (OH)
162,University of Waterloo (INT)
163,Worcester Polytechnic Institute (MA)
164,University of Cincinnati (OH)
165,
166,University of Waterloo (INT)
167,Purdue University College of Technology-Lafayette (IN)
168,University of Waterloo (INT)
169,
170,Purdue University (IN)
171,McGill University (INT)
172,
173,McGill University (INT)
174,
175,Santa Clara University (CA)
176,
177,University of Waterloo (INT)
178,University of Cincinnati (OH)
179,Southern Methodist University (TX)
180,University of Texas-Dallas (TX)
181,Purdue University (IN)
182,University of Wisconsin-Madison (WI)
183,University of Illinois-Urbana-Champaign (IL)
184,University of Wisconsin-Madison (WI)
185,University of Wisconsin-Madison (WI)
186,
187,Purdue University (IN)
188,
189,University of Waterloo (INT)
190,Purdue University (IN)
191,Carnegie Mellon University (PA)
192,Purdue University (IN)
193,
194,Purdue University (IN)
195,
196,McGill University (INT)
197,
198,Purdue University (IN)
199,University of Waterloo (INT)
200,Purdue University (IN)
201,Purdue University (IN)
202,
203,
204,New York University (NY)
205,Purdue University (IN)
206,Purdue University (IN)
207,University of California-Davis (CA)
208,Rose-Hulman Institute of Technology (IN)
209,Purdue University (IN)
210,
211,University of Wisconsin-Madison (WI)
212,University of Michigan (MI)
213,Brown University (RI)
214,Purdue University (IN)
215,Georgia Institute of Technology (GA)
216,
217,University of Illinois-Urbana-Champaign (IL)
218,University of Maryland - College Park (MD)
219,Purdue University (IN)
220,Purdue University (IN)
221,Rose-Hulman Institute of Technology (IN)
222,University of Maryland - College Park (MD)
223,Purdue University (IN)
224,Purdue University (IN)
225,Purdue University College of Technology-Lafayette (IN)
226,Purdue University (IN)
227,Purdue University (IN)
228,Purdue University (IN)
229,University of Michigan (MI)
230,Purdue University (IN)
231,
232,Notre Dame de Namur University (CA)
233,
234,Pennsylvania State University (PA)
235,Purdue University (IN)
236,Purdue University (IN)
237,University of Cincinnati (OH)
238,Northwestern University (IL)
239,Northwestern University (IL)
240,SUNY - Stony Brook (NY)
241,University of Waterloo (INT)
242,University of Waterloo (INT)
243,Rose-Hulman Institute of Technology (IN)
244,Purdue University (IN)
245,Northwestern University (IL)
246,Purdue University (IN)
247,
248,Purdue University (IN)
249,University of Michigan (MI)
250,Northwestern University (IL)
251,University of Wisconsin-Madison (WI)
252,Purdue University (IN)
253,University of Illinois-Urbana-Champaign (IL)
254,Rose-Hulman Institute of Technology (IN)
255,
256,
257,
258,
259,
260,Purdue University (IN)
261,Carnegie Mellon University (PA)
262,Washington University in Saint Louis (MO)
263,Pennsylvania State University (PA)
264,University of California-Berkeley (CA)
265,University of Illinois-Urbana-Champaign (IL)
266,Pennsylvania State University (PA)
267,
268,
269,Purdue University (IN)
270,Purdue University (IN)
271,
272,
273,Purdue University (IN)
274,Pennsylvania State University (PA)
275,
276,Pennsylvania State University (PA)
277,
278,University of Texas-Dallas (TX)
279,Purdue University (IN)
280,Pennsylvania State University (PA)
281,University of Waterloo (INT)
282,Worcester Polytechnic Institute (MA)
284,
285,
286,University of Pennsylvania (PA)
287,University of Michigan (MI)
288,Pennsylvania State University (PA)
289,University of Texas-Austin (TX)
290,Kent State University (OH)
291,
292,University of Illinois-Urbana-Champaign (IL)
293,Purdue University (IN)
294,University of Cincinnati (OH)
295,Louisiana State University (LA)
296,University of North Texas (TX)
297,
298,
299,University of Illinois-Urbana-Champaign (IL)
300,University of Illinois-Urbana-Champaign (IL)
301,Pennsylvania State University (PA)
302,Tufts University (MA)
303,Purdue University (IN)
304,Columbia University (NY)
305,
306,
307,Purdue University (IN)
308,Purdue University (IN)
309,Yale University (CT)
310,
311,University of Wisconsin-Madison (WI)
312,Massachusetts Institute of Technology (MA)
313,University of North Carolina-Chapel Hill (NC)
314,Pennsylvania State University (PA)
315,
316,Downingtown East High School (PA)
317,McGill University (INT)
318,University of Illinois-Urbana-Champaign (IL)
319,Purdue University (IN)
320,Purdue University (IN)
321,University of North Texas (TX)
322,Purdue University (IN)
323,Northern Illinois University (IL)
324,Pennsylvania State University (PA)
325,Purdue University (IN)
326,
327,Purdue University (IN)
328,University of Illinois-Urbana-Champaign (IL)
329,Purdue University (IN)
330,University of Illinois-Urbana-Champaign (IL)
331,Purdue University (IN)
332,Northwestern University (IL)
333,Case Western Reserve University (OH)
334,Georgia State University (GA)
335,Purdue University (IN)
336,Purdue University (IN)
337,Purdue University (IN)
338,Northwestern University (IL)
339,
340,Purdue University (IN)
341,Purdue University (IN)
342,Purdue University (IN)
343,Rose-Hulman Institute of Technology (IN)
344,University of Michigan (MI)
345,Stevens Institute of Technology (NJ)
346,Purdue University (IN)
347,University of Illinois-Urbana-Champaign (IL)
348,Thomas Jefferson High School for Science and Technology (VA)
349,Purdue University (IN)
350,University of Chicago (IL)
351,University of California-Los Angeles (CA)
352,
353,
354,
355,University of Florida (FL)
356,Purdue University (IN)
357,University of Michigan (MI)
358,Illinois Institute of Technology (IL)
359,Pennsylvania State University (PA)
360,Tufts University (MA)
361,Rochester Institute of Technology (NY)
362,Rensselaer Polytechnic Institute (NY)
363,Purdue University College of Technology-Lafayette (IN)
364,Massachusetts Institute of Technology (MA)
365,Massachusetts Institute of Technology (MA)
366,Massachusetts Institute of Technology (MA)
367,Duke University (NC)
368,Purdue University (IN)
369,University of Cincinnati (OH)
370,Rochester Institute of Technology (NY)
371,University of Maryland - College Park (MD)
372,
373,
374,
375,Ohio State University (OH)
376,Rensselaer Polytechnic Institute (NY)
377,
378,
379,Rose-Hulman Institute of Technology (IN)
380,
381,Miami University (OH)
382,University of Florida (FL)
383,Carnegie Mellon University (PA)
384,University of Illinois-Urbana-Champaign (IL)
385,University of Illinois-Urbana-Champaign (IL)
386,Purdue University (IN)
387,
388,Georgia Institute of Technology (GA)
389,Brown University (RI)
390,University of Illinois-Urbana-Champaign (IL)
391,Worcester Polytechnic Institute (MA)
392,University of Illinois-Urbana-Champaign (IL)
393,Cornell University (NY)
394,
395,University of Waterloo (INT)
396,Rochester Institute of Technology (NY)
397,Florida State University (FL)
398,University of Waterloo (INT)
399,University of Illinois-Urbana-Champaign (IL)
400,Kent State University (OH)
401,Purdue University (IN)
402,McGill University (INT)
403,Carnegie Mellon University (PA)
404,Stanford University (CA)
405,Georgia Institute of Technology (GA)
406,Pennsylvania State University (PA)
407,
408,
409,
410,Pennsylvania State University (PA)
411,Pennsylvania State University-Harrisburg (PA)
412,McGill University (INT)
413,University of Illinois-Urbana-Champaign (IL)
414,Carnegie Mellon University (PA)
415,Massachusetts Institute of Technology (MA)
416,University of Illinois-Urbana-Champaign (IL)
417,University of Illinois-Urbana-Champaign (IL)
418,University of Waterloo (INT)
419,University of Illinois-Urbana-Champaign (IL)
420,University of Illinois-Urbana-Champaign (IL)
421,
422,Old Dominion University (VA)
423,University of Illinois-Urbana-Champaign (IL)
424,University of Illinois-Urbana-Champaign (IL)
425,University of Wisconsin-Madison (WI)
426,Illinois Institute of Technology (IL)
427,University of British Columbia (INT)
428,University of Alabama-Huntsville (AL)
429,McGill University (INT)
430,Illinois Institute of Technology (IL)
431,University of Wisconsin-Madison (WI)
432,University of Maryland - College Park (MD)
433,University of Wisconsin-Madison (WI)
434,Boston University (MA)
435,Purdue University (IN)
436,Marshall University (WV)
437,Illinois Institute of Technology (IL)
438,University of Windsor (ON)
439,Marshall University (WV)
440,Pennsylvania State University-Berks (PA)
441,
442,
443,University of Wisconsin-Madison (WI)
444,
445,
446,University of Missouri (MO)
447,
448,Henry M. Gunn High School (CA)
449,University of Illinois-Urbana-Champaign (IL)
450,Pennsylvania State University (PA)
451,Carnegie Mellon University (PA)
452,Loyola University Chicago (IL)
453,Ohio State University (OH)
454,University of Chicago (IL)
455,
456,Purdue University (IN)
457,Northern Illinois University (IL)
458,University of Chicago (IL)
459,
460,University of Maryland - College Park (MD)
461,
462,University of Maryland - College Park (MD)
463,University of Maryland - College Park (MD)
464,University of Illinois-Urbana-Champaign (IL)
465,University of Illinois-Urbana-Champaign (IL)
466,University of Illinois-Urbana-Champaign (IL)
467,SUNY - Buffalo (NY)
468,Purdue University (IN)
469,Rochester Institute of Technology (NY)
470,University of Maryland - College Park (MD)
471,Columbia University (NY)
472,George Mason University (VA)
473,
474,Clarkson University (NY)
475,Indiana University-Bloomington (IN)
476,
477,Carnegie Mellon University (PA)
478,
479,University of Illinois-Urbana-Champaign (IL)
480,Princeton University (NJ)
481,Boston University (MA)
482,
483,University of Cincinnati (OH)
484,
485,Boston University (MA)
486,University of Illinois-Urbana-Champaign (IL)
487,
488,University of California-Berkeley (CA)
489,Purdue University (IN)
490,Temple University (PA)
491,University of Windsor (ON)
492,Drexel University (PA)
493,Purdue University (IN)
494,University of Wisconsin-Madison (WI)
495,University of Florida (FL)
496,Henry M. Gunn High School (CA)
497,Henry M. Gunn High School (CA)
498,Purdue University (IN)
499,University of Southern California (CA)
500,University of Waterloo (INT)
501,Henry M. Gunn High School (CA)
502,University of Wisconsin-Madison (WI)
503,Purdue University (IN)
504,University of Illinois-Urbana-Champaign (IL)
505,University of Iowa (IA)
506,University of Notre Dame (IN)
507,University of Notre Dame (IN)
508,
509,Georgia Institute of Technology (GA)
510,
511,Fresno City College (CA)
512,University of Toronto (ON)
513,University of California-Berkeley (CA)
514,SUNY - Buffalo (NY)
515,Dickinson College (PA)
516,University of Illinois-Urbana-Champaign (IL)
517,University of Wisconsin System (WI)
518,Ohio State University (OH)
519,
520,Ohio State University (OH)
521,Emory University (GA)
522,University of Missouri (MO)
523,University of Illinois-Urbana-Champaign (IL)
524,Ohio State University (OH)
525,University of Maryland - College Park (MD)
526,University of Wisconsin-Madison (WI)
527,Ohio State University (OH)
528,University of Illinois-Urbana-Champaign (IL)
529,Purdue University (IN)
530,Virginia Polytechnic Institute & State University (VA)
531,University of Maryland - College Park (MD)
532,Pennsylvania State University (PA)
533,
534,
535,Princeton University (NJ)
536,Ohio State University (OH)
537,University of Michigan (MI)
538,North Carolina State University (NC)
539,Pennsylvania State University (PA)
540,University of Iowa (IA)
541,Purdue University (IN)
542,University of Maryland - College Park (MD)
543,University of Notre Dame (IN)
544,
545,University of Texas-Austin (TX)
546,
547,University of Illinois-Urbana-Champaign (IL)
548,Pennsylvania State University (PA)
549,University of Illinois-Urbana-Champaign (IL)
550,University of Illinois-Urbana-Champaign (IL)
551,Ohio State University (OH)
552,Purdue University (IN)
553,University of Waterloo (INT)
554,Rose-Hulman Institute of Technology (IN)
555,Washington University in Saint Louis (MO)
556,Ohio State University (OH)
557,University of Massachusetts-Amherst (MA)
558,University of Illinois-Urbana-Champaign (IL)
559,Purdue University (IN)
560,University of Illinois-Urbana-Champaign (IL)
561,University of California-Los Angeles (CA)
562,Ohio State University (OH)
563,Columbia University (NY)
564,
565,University of Illinois-Urbana-Champaign (IL)
566,University of Wisconsin-Madison (WI)
567,Ohio State University (OH)
568,University of Iowa (IA)
569,University of Illinois-Urbana-Champaign (IL)
570,Fisk University (TN)
571,Pennsylvania State University (PA)
572,Purdue University (IN)
573,SUNY - Buffalo (NY)
574,Pennsylvania State University (PA)
575,Ohio University (OH)
576,Purdue University (IN)
577,University of Michigan (MI)
578,University of Maryland - College Park (MD)
579,New York University (NY)
580,University of California-Berkeley (CA)
581,Kent State University (OH)
582,Purdue University (IN)
583,Cornell University (NY)
584,Rose-Hulman Institute of Technology (IN)
585,
586,Purdue University (IN)
587,Ohio State University (OH)
588,University of Illinois-Urbana-Champaign (IL)
589,University of Kentucky (KY)
590,Michigan Technological University (MI)
591,University of Illinois-Urbana-Champaign (IL)
592,University of Illinois-Urbana-Champaign (IL)
593,
594,University of Maryland - College Park (MD)
595,SUNY - Buffalo (NY)
596,University of California-Los Angeles (CA)
597,Purdue University (IN)
598,
599,Purdue University (IN)
600,University of Illinois-Urbana-Champaign (IL)
601,Carnegie Mellon University (PA)
602,University of Waterloo (INT)
603,University of Iowa (IA)
604,Purdue University (IN)
605,University of Georgia (GA)
606,Purdue University (IN)
607,Purdue University (IN)
608,Purdue University (IN)
609,Pennsylvania State University (PA)
610,
611,Ohio State University (OH)
612,Northwestern University (IL)
613,Pennsylvania State University (PA)
614,McGill University (INT)
615,University of Texas-Austin (TX)
616,Purdue University (IN)
617,Purdue University (IN)
618,Texas A&M University (TX)
619,University of Michigan (MI)
620,Texas A&M University (TX)
621,University of Illinois-Urbana-Champaign (IL)
622,University of Illinois-Urbana-Champaign (IL)
623,University of Illinois-Urbana-Champaign (IL)
624,Purdue University (IN)
625,University of Maryland - College Park (MD)
626,
627,
628,Purdue University (IN)
629,Ohio State University (OH)
630,University of Michigan (MI)
631,Ohio State University (OH)
632,Ohio State University (OH)
633,Iowa State University (IA)
634,University of Michigan (MI)
635,University of California-Los Angeles (CA)
636,
637,Purdue University (IN)
638,Smith College (MA)
639,Ohio State University (OH)
640,Indiana Institute of Technology (IN)
641,Purdue University (IN)
642,University of Michigan (MI)
643,Purdue University College of Technology-Lafayette (IN)
644,Iowa State University (IA)
645,Ohio State University (OH)
646,Kent State University (OH)
647,University of Waterloo (INT)
648,Ohio State University (OH)
649,University of Maryland - College Park (MD)
650,
651,Pennsylvania State University (PA)
652,
653,University of Texas-Dallas (TX)
654,Purdue University (IN)
655,Purdue University (IN)
656,Pennsylvania State University-Harrisburg (PA)
657,Purdue University (IN)
658,University of Wisconsin-Madison (WI)
659,
660,University of Waterloo (INT)
661,Purdue University (IN)
662,Carnegie Mellon University (PA)
663,University of California-Los Angeles (CA)
664,Ohio State University (OH)
665,University of California-Los Angeles (CA)
666,North Carolina State University (NC)
667,University of Toronto (ON)
668,Georgia Institute of Technology (GA)
669,Ohio State University (OH)
670,North Carolina State University (NC)
671,Fisk University (TN)
672,
673,Massachusetts Institute of Technology (MA)
674,Ohio State University (OH)
675,North Carolina State University (NC)
676,Ohio State University (OH)
677,
678,Purdue University (IN)
679,
680,Northwestern University (IL)
681,
682,Purdue University (IN)
683,University of Pennsylvania (PA)
684,Cornell University (NY)
685,Georgia Institute of Technology (GA)
686,
687,Northeastern University (MA)
688,Georgia Institute of Technology (GA)
689,University of Wisconsin-Madison (WI)
690,North Carolina State University (NC)
691,University of Wisconsin-Madison (WI)
692,Princeton University (NJ)
693,
